TITLE,AUTHOR,FILEPATHS,GENRE
The Heritage of the Desert,['Zane Grey'],['./CORPUS/Western/1262.txt'],{'Western'}
The Hated,['Frederik Pohl'],['./CORPUS/ScienceFiction/29503.txt'],{'Science Fiction'}
The Big Trip Up Yonder,['Kurt Vonnegut'],['./CORPUS/ScienceFiction/30240.txt'],{'Science Fiction'}
The Quest of the Sacred Slipper,['Sax Rohmer'],['./CORPUS/CrimeMystery/2126.txt'],{'Crime and Mystery'}
A Bad Day for Vermin,['Keith Laumer'],['./CORPUS/ScienceFiction/51258.txt'],{'Science Fiction'}
"Astounding Stories, June, 1931",['Various'],['./CORPUS/ScienceFiction/31893.txt'],{'Science Fiction'}
Through the Air to the North Pole,['Roy Rockwood'],['./CORPUS/ScienceFiction/14665.txt'],{'Science Fiction'}
Bull Hunter,['Max Brand'],['./CORPUS/Western/10324.txt'],{'Western'}
Unspecialist,['Murray F. Yaco'],['./CORPUS/ScienceFiction/23443.txt'],{'Science Fiction'}
Untechnological Employment,['E.M. Clinton'],['./CORPUS/ScienceFiction/23147.txt'],{'Science Fiction'}
The Ghost Pirates,['William Hope Hodgson'],['./CORPUS/ScienceFiction/10966.txt'],{'Science Fiction'}
The Three Musketeers,"['Alexandre Dumas', 'Pere']",['./CORPUS/Adventure/1257.txt'],{'Adventure'}
The Sense of Wonder,['Milton Lesser'],['./CORPUS/ScienceFiction/51296.txt'],{'Science Fiction'}
Desire No More,['Algirdas Jonas Budrys'],['./CORPUS/ScienceFiction/40968.txt'],{'Science Fiction'}
The Second Deluge,['Garrett P. Serviss'],['./CORPUS/ScienceFiction/9194.txt'],{'Science Fiction'}
The Sun King,['Gaston Derreaux'],['./CORPUS/ScienceFiction/24973.txt'],{'Science Fiction'}
The Prairie,['J. Fenimore Cooper'],['./CORPUS/Adventure/6450.txt'],{'Adventure'}
Blind Man's Lantern,['Allen Kim Lang'],['./CORPUS/ScienceFiction/24567.txt'],{'Science Fiction'}
Lilith,['George MacDonald'],['./CORPUS/Fantasy/1640.txt'],{'Fantasy'}
Make Me An Offer,['Con Blomberg'],['./CORPUS/ScienceFiction/51311.txt'],{'Science Fiction'}
Cry from a Far Planet,['Tom Godwin'],['./CORPUS/ScienceFiction/23799.txt'],{'Science Fiction'}
The Land of the Blue Flower,['Frances Hodgson Burnett'],['./CORPUS/Fantasy/5302.txt'],{'Fantasy'}
The Cuckoo Clock,['Wesley Barefoot'],['./CORPUS/ScienceFiction/29623.txt'],{'Science Fiction'}
Queen of the Black Coast,['Robert E. Howard'],['./CORPUS/ScienceFiction/42183.txt'],{'Science Fiction'}
The Last Man,['Mary Shelley'],['./CORPUS/ScienceFiction/18247.txt'],{'Science Fiction'}
The Untamed,['Max Brand'],['./CORPUS/Western/10886.txt'],{'Western'}
Temple Trouble,['Henry Beam Piper'],['./CORPUS/ScienceFiction/18861.txt'],{'Science Fiction'}
The Damned,['Algernon Blackwood'],['./CORPUS/Horror/11074.txt'],{'Horror'}
Atlantida,['Pierre Benoit'],['./CORPUS/ScienceFiction/14301.txt'],{'Science Fiction'}
In Honour Bound,['Sydney Grundy'],['./CORPUS/Adventure/41369.txt'],{'Adventure'}
My Father's Dragon,['Ruth Stiles Gannett'],['./CORPUS/Fantasy/30017.txt'],{'Fantasy'}
The Moon Rock,['Arthur J. Rees'],['./CORPUS/CrimeMystery/12509.txt'],{'Crime and Mystery'}
"Astounding Stories, July, 1931",['Various'],['./CORPUS/ScienceFiction/31168.txt'],{'Science Fiction'}
English Fairy Tales,['Flora Annie Steel'],['./CORPUS/FairyTale/17034.txt'],{'Fairy Tale'}
"Astounding Stories of Super-Science, December 1930",['Various'],['./CORPUS/ScienceFiction/30691.txt'],{'Science Fiction'}
Don Quixote,['Miguel de Cervantes Saavedra'],['./CORPUS/Adventure/996.txt'],{'Adventure'}
The Underground City,['Jules Verne'],['./CORPUS/Adventure/1355.txt'],{'Adventure'}
The Moons of Mars,['Dean Evans'],['./CORPUS/ScienceFiction/50826.txt'],{'Science Fiction'}
The Red Thumb Mark,['R. Austin Freeman'],['./CORPUS/CrimeMystery/11128.txt'],{'Crime and Mystery'}
Ruth Fielding in the Great Northwest,['Alice B. Emerson'],['./CORPUS/Adventure/15720.txt'],{'Adventure'}
Other People's Money,['Emile Gaboriau'],['./CORPUS/CrimeMystery/1748.txt'],{'Crime and Mystery'}
The Door Through Space,['Marion Zimmer Bradley'],"['./CORPUS/Adventure/19726.txt', './CORPUS/ScienceFiction/19726.txt']","{'Adventure', 'Science Fiction'}"
Spinifex and Sand,['David W Carnegie'],['./CORPUS/Western/4975.txt'],{'Western'}
Hex,['Laurence Mark Janifer'],['./CORPUS/ScienceFiction/24397.txt'],{'Science Fiction'}
"Le Morte D'Arthur, Volume II (of II)",['Thomas Malory'],['./CORPUS/Fantasy/1252.txt'],{'Fantasy'}
Black Eyes and the Daily Grind,['Milton Lesser'],['./CORPUS/ScienceFiction/30329.txt'],{'Science Fiction'}
Wildfire,['Zane Grey'],['./CORPUS/Western/2066.txt'],{'Western'}
Jean of the Lazy A,['B.M. Bower'],['./CORPUS/Western/538.txt'],{'Western'}
One Out of Ten,['J. Anthony Ferlaine'],['./CORPUS/ScienceFiction/28933.txt'],{'Science Fiction'}
Gallantry,['James Branch Cabell'],['./CORPUS/Fantasy/8715.txt'],{'Fantasy'}
Advance Agent,['Christopher Anvil'],['./CORPUS/ScienceFiction/51273.txt'],{'Science Fiction'}
The Chessmen of Mars,['Edgar Rice Burroughs'],"['./CORPUS/ScienceFiction/1153.txt', './CORPUS/Fantasy/1153.txt']","{'Science Fiction', 'Fantasy'}"
Planet of the Gods,['Robert Moore Williams'],['./CORPUS/ScienceFiction/32696.txt'],{'Science Fiction'}
The Castle of Otranto,['Horace Walpole'],"['./CORPUS/Horror/696.txt', './CORPUS/Fantasy/696.txt']","{'Horror', 'Fantasy'}"
Where the World is Quiet,['Henry Kuttner'],['./CORPUS/ScienceFiction/31207.txt'],{'Science Fiction'}
The Patchwork Girl of Oz,['L. Frank Baum'],['./CORPUS/Fantasy/955.txt'],{'Fantasy'}
The Privateersman,['Frederick Marryat'],['./CORPUS/Adventure/21576.txt'],{'Adventure'}
"Wall of Crystal, Eye of Night",['Algis Budrys'],['./CORPUS/ScienceFiction/51726.txt'],{'Science Fiction'}
Despoilers of the Golden Empire,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/24091.txt'],{'Science Fiction'}
A Modern Utopia,['H.G. Wells'],['./CORPUS/ScienceFiction/6424.txt'],{'Science Fiction'}
Sweet Tooth,['Robert F. Young'],['./CORPUS/ScienceFiction/50924.txt'],{'Science Fiction'}
Aaron's Rod,['D.H. Lawrence'],['./CORPUS/Adventure/4520.txt'],{'Adventure'}
The Woman in White,['Wilkie Collins'],['./CORPUS/CrimeMystery/583.txt'],{'Crime and Mystery'}
White Jacket,['Herman Melville'],['./CORPUS/Adventure/10712.txt'],{'Adventure'}
Sanders of the River,['Edgar Wallace'],['./CORPUS/Adventure/35545.txt'],{'Adventure'}
The Man With The Broken Ear,['Edmond About'],['./CORPUS/ScienceFiction/20724.txt'],{'Science Fiction'}
The Passenger from Calais,['Arthur Griffiths'],['./CORPUS/CrimeMystery/16339.txt'],{'Crime and Mystery'}
In the Days of the Comet,['H.G. Wells'],['./CORPUS/ScienceFiction/3797.txt'],{'Science Fiction'}
Love Story,['Irving E. Cox Jr.'],['./CORPUS/ScienceFiction/32078.txt'],{'Science Fiction'}
The Sensitive Man,['Poul William Anderson'],['./CORPUS/ScienceFiction/31501.txt'],{'Science Fiction'}
The Door into Infinity,['Edmond Hamilton'],['./CORPUS/ScienceFiction/32847.txt'],{'Science Fiction'}
The Adventurer,['Cyril M. Kornbluth'],['./CORPUS/ScienceFiction/29908.txt'],{'Science Fiction'}
The Damned Thing,['Ambrose Bierce'],['./CORPUS/Horror/23172.txt'],{'Horror'}
Breaking Point,['James E. Gunn'],['./CORPUS/ScienceFiction/21988.txt'],{'Science Fiction'}
The Butterfly Kiss,['Arthur Dekker Savage'],['./CORPUS/ScienceFiction/40991.txt'],{'Science Fiction'}
The Ambulance Made Two Trips,['William Fitzgerald Jenkins'],['./CORPUS/ScienceFiction/24149.txt'],{'Science Fiction'}
Cerebrum,['Albert Teichner'],['./CORPUS/ScienceFiction/26761.txt'],{'Science Fiction'}
Dumbwaiter,['James Stamers'],['./CORPUS/ScienceFiction/51478.txt'],{'Science Fiction'}
East In The Morning,['David E. Fisher'],['./CORPUS/ScienceFiction/51475.txt'],{'Science Fiction'}
"Astounding Stories of Super-Science, November, 1930",['Various'],['./CORPUS/ScienceFiction/29919.txt'],{'Science Fiction'}
The Creature from Cleveland Depths,['Fritz Reuter Leiber'],['./CORPUS/ScienceFiction/23164.txt'],{'Science Fiction'}
Happy Ending,['Fredric Brown'],['./CORPUS/ScienceFiction/29206.txt'],{'Science Fiction'}
The Black Star Passes,['John W Campbell'],"['./CORPUS/Adventure/20707.txt', './CORPUS/ScienceFiction/20707.txt']","{'Adventure', 'Science Fiction'}"
The Return,"['H. Beam Piper', 'John J. McGuire']",['./CORPUS/ScienceFiction/18855.txt'],{'Science Fiction'}
Stand by for Mars!,['Carey Rockwell'],['./CORPUS/ScienceFiction/19526.txt'],{'Science Fiction'}
Hopalong Cassidy,['Clarence E. Mulford'],['./CORPUS/Western/38234.txt'],{'Western'}
By England's Aid,['G.A. Henty'],['./CORPUS/Adventure/6953.txt'],{'Adventure'}
The Worlds of If,['Stanley Grauman Weinbaum'],['./CORPUS/ScienceFiction/22890.txt'],{'Science Fiction'}
A Dreamer's Palace,['Lord Dunsany Edward J.M.D. Plunkett'],['./CORPUS/Fantasy/8129.txt'],{'Fantasy'}
A Spaceship Named McGuire,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/24198.txt'],{'Science Fiction'}
Pick a Crime,['Richard R. Smith'],['./CORPUS/ScienceFiction/51656.txt'],{'Science Fiction'}
Hira Singh,['Talbot Mundy'],['./CORPUS/Adventure/4400.txt'],{'Adventure'}
"A Connecticut Yankee in King Arthur's Court, Part 8.",['Mark Twain'],"['./CORPUS/ScienceFiction/7249.txt', './CORPUS/Fantasy/7249.txt']","{'Science Fiction', 'Fantasy'}"
The Ancient Allan,['H. Rider Haggard'],['./CORPUS/Adventure/5746.txt'],{'Adventure'}
On Handling the Data,['M.I. Mayfield'],['./CORPUS/ScienceFiction/23429.txt'],{'Science Fiction'}
Tom Swift and his Sky Racer,['Victor Appleton'],['./CORPUS/Adventure/951.txt'],{'Adventure'}
The Triumphs of Eugene Valmont,['Robert Barr'],['./CORPUS/CrimeMystery/19369.txt'],{'Crime and Mystery'}
The Eyes Have It,['Philip Kindred Dick'],['./CORPUS/ScienceFiction/31516.txt'],{'Science Fiction'}
Voyage to Far N'jurd,['Kris Neville'],['./CORPUS/ScienceFiction/51344.txt'],{'Science Fiction'}
Dead Ringer,['Lester del Rey'],['./CORPUS/ScienceFiction/30234.txt'],{'Science Fiction'}
The Penal Cluster,['Ivar Jorgensen'],['./CORPUS/ScienceFiction/25061.txt'],{'Science Fiction'}
Accidental Death,['Peter Baily'],['./CORPUS/ScienceFiction/24517.txt'],{'Science Fiction'}
Texas Week,['Albert Hernhuter'],['./CORPUS/ScienceFiction/28647.txt'],{'Science Fiction'}
Gold in the Sky,['Alan Edward Nourse'],['./CORPUS/ScienceFiction/23882.txt'],{'Science Fiction'}
The Flying U's Last Stand,['B.M. Bower'],['./CORPUS/Western/1740.txt'],{'Western'}
Lease to Doomsday,['Lee Archer'],['./CORPUS/ScienceFiction/27392.txt'],{'Science Fiction'}
Tom Swift and his Submarine Boat,['Victor Appleton'],['./CORPUS/Adventure/949.txt'],{'Adventure'}
The Water-Babies,['Charles Kingsley'],['./CORPUS/Fantasy/25564.txt'],{'Fantasy'}
Riders of the Purple Sage,['Zane Grey'],['./CORPUS/Western/1300.txt'],{'Western'}
Confidence Game,['James McKimmey'],['./CORPUS/ScienceFiction/32243.txt'],{'Science Fiction'}
In the Orbit of Saturn,['Roman Frederick Starzl'],['./CORPUS/ScienceFiction/29038.txt'],{'Science Fiction'}
The Crystal Stopper,['Maurice LeBlanc'],['./CORPUS/CrimeMystery/1563.txt'],{'Crime and Mystery'}
Ring Once for Death,['Robert Andrew Arthur'],['./CORPUS/ScienceFiction/31840.txt'],{'Science Fiction'}
Myths That Every Child Should Know,['Various'],['./CORPUS/FairyTale/16537.txt'],{'Fairy Tale'}
The Adventure of the Dying Detective,['Arthur Conan Doyle'],['./CORPUS/CrimeMystery/2347.txt'],{'Crime and Mystery'}
Code Three,['Rick Raphael'],['./CORPUS/ScienceFiction/19111.txt'],{'Science Fiction'}
Larson's Luck,['Gerald Vance'],['./CORPUS/ScienceFiction/30437.txt'],{'Science Fiction'}
The Atlantic Book of Modern Plays,['Various'],['./CORPUS/Fantasy/16435.txt'],{'Fantasy'}
Rupert of Hentzau,['Anthony Hope'],['./CORPUS/Adventure/1145.txt'],{'Adventure'}
A Columbus of Space,['Garrett P. Serviss'],['./CORPUS/ScienceFiction/8673.txt'],{'Science Fiction'}
Dracula's Guest,['Bram Stoker'],['./CORPUS/Horror/10150.txt'],{'Horror'}
Walls of Acid,['Henry Hasse'],['./CORPUS/ScienceFiction/28045.txt'],{'Science Fiction'}
Image of the Gods,['Alan Edward Nourse'],['./CORPUS/ScienceFiction/22882.txt'],{'Science Fiction'}
The Lookout Man,['B.M. Bower'],['./CORPUS/Western/15625.txt'],{'Western'}
"A Connecticut Yankee in King Arthur's Court, Part 4.",['Mark Twain'],"['./CORPUS/ScienceFiction/7245.txt', './CORPUS/Fantasy/7245.txt']","{'Science Fiction', 'Fantasy'}"
"The Business, As Usual",['Jack Sharkey'],['./CORPUS/ScienceFiction/51435.txt'],{'Science Fiction'}
The Weakling,['Everett B. Cole'],['./CORPUS/ScienceFiction/28486.txt'],{'Science Fiction'}
Someone to Watch Over Me,['Christopher Grimm'],['./CORPUS/ScienceFiction/51844.txt'],{'Science Fiction'}
The Border Legion,['Zane Grey'],['./CORPUS/Western/4552.txt'],{'Western'}
Figures of Earth,['James Branch Cabell'],['./CORPUS/Fantasy/11639.txt'],{'Fantasy'}
Tom Swift and his Undersea Search,['Victor Appleton'],"['./CORPUS/Adventure/1362.txt', './CORPUS/ScienceFiction/1362.txt']","{'Adventure', 'Science Fiction'}"
"Clarissa, Or The History Of A Young Lady, Volume 8",['Samuel Richardson'],['./CORPUS/Romance/12180.txt'],{'Romance'}
The Mummy and Miss Nitocris,['George Griffith'],['./CORPUS/ScienceFiction/19231.txt'],{'Science Fiction'}
"A Connecticut Yankee in King Arthur's Court, Part 6.",['Mark Twain'],"['./CORPUS/ScienceFiction/7247.txt', './CORPUS/Fantasy/7247.txt']","{'Science Fiction', 'Fantasy'}"
Storm Over Warlock,['Andre Norton'],"['./CORPUS/Adventure/20788.txt', './CORPUS/Fantasy/20788.txt', './CORPUS/ScienceFiction/20788.txt']","{'Adventure', 'Fantasy', 'Science Fiction'}"
From An Unseen Censor,['Rosel George Brown'],['./CORPUS/ScienceFiction/51758.txt'],{'Science Fiction'}
Wizard,['Laurence Mark Janifer'],['./CORPUS/ScienceFiction/24375.txt'],{'Science Fiction'}
Inside John Barth,['William W. Stuart'],['./CORPUS/ScienceFiction/28608.txt'],{'Science Fiction'}
Evolution,['Joseph Le Conte'],['./CORPUS/ScienceFiction/46834.txt'],{'Science Fiction'}
She Knew He Was Coming,['Kris Neville'],['./CORPUS/ScienceFiction/33934.txt'],{'Science Fiction'}
Ronicky Doone,['Max Brand'],['./CORPUS/Western/11880.txt'],{'Western'}
The Wonderful Adventures of Nils,['Selma Lagerloef'],['./CORPUS/Fantasy/10935.txt'],{'Fantasy'}
In Times of Peril,['G.A. Henty'],['./CORPUS/Adventure/7071.txt'],{'Adventure'}
Break a Leg,['Jim Harmon'],['./CORPUS/ScienceFiction/51320.txt'],{'Science Fiction'}
Priestess of the Flame,['Sewell Peaslee Wright'],['./CORPUS/ScienceFiction/29293.txt'],{'Science Fiction'}
Gulliver of Mars,['Edwin L. Arnold'],"['./CORPUS/ScienceFiction/604.txt', './CORPUS/Fantasy/604.txt']","{'Science Fiction', 'Fantasy'}"
Japanese Fairy Tales,['Yei Theodora Ozaki'],['./CORPUS/FairyTale/4018.txt'],{'Fairy Tale'}
Irish Fairy Tales,['James Stephens'],"['./CORPUS/FairyTale/2892.txt', './CORPUS/Fantasy/2892.txt']","{'Fairy Tale', 'Fantasy'}"
"Adventures of Huckleberry Finn, Part 8",['Mark Twain'],['./CORPUS/Adventure/7107.txt'],{'Adventure'}
The Paradise Mystery,['J.S. Fletcher'],['./CORPUS/CrimeMystery/5308.txt'],{'Crime and Mystery'}
The Draw,['Jerome Bixby'],['./CORPUS/ScienceFiction/31778.txt'],{'Science Fiction'}
An Ounce of Cure,['Alan Edward Nourse'],['./CORPUS/ScienceFiction/22866.txt'],{'Science Fiction'}
Test Rocket!,['Jack Douglas'],['./CORPUS/ScienceFiction/23651.txt'],{'Science Fiction'}
The Fantasy Fan December 1933,['Charles D. Hornig'],['./CORPUS/ScienceFiction/46535.txt'],{'Science Fiction'}
By Earthlight,['Bryce Walton'],['./CORPUS/ScienceFiction/33842.txt'],{'Science Fiction'}
A Thousand Degrees Below Zero,['Murray Leinster'],['./CORPUS/ScienceFiction/50585.txt'],{'Science Fiction'}
The Jewels of Aptor,['Samuel R. Delany'],['./CORPUS/ScienceFiction/41981.txt'],{'Science Fiction'}
The Princess and the Goblin,['George MacDonald'],['./CORPUS/Fantasy/34339.txt'],{'Fantasy'}
Wanderer of Infinity,['Harl Vincent'],['./CORPUS/ScienceFiction/29408.txt'],{'Science Fiction'}
Perfect Answer,['L.J. Stecher'],['./CORPUS/ScienceFiction/51482.txt'],{'Science Fiction'}
The Enchanted Island of Yew,['L. Frank Baum'],['./CORPUS/Fantasy/518.txt'],{'Fantasy'}
The Vampyre; A Tale,['John William Polidori'],['./CORPUS/Horror/6087.txt'],{'Horror'}
"Waste Not, Want",['Dave Dryfoos'],['./CORPUS/ScienceFiction/30416.txt'],{'Science Fiction'}
To the Last Man,['Zane Grey'],['./CORPUS/Western/2070.txt'],{'Western'}
The Airlords of Han,['Philip Francis Nowlan'],['./CORPUS/ScienceFiction/25438.txt'],{'Science Fiction'}
Space Viking,['Henry Beam Piper'],['./CORPUS/ScienceFiction/20728.txt'],{'Science Fiction'}
The Diamond Lens,"[""Fitz-James O'Brien""]",['./CORPUS/ScienceFiction/50332.txt'],{'Science Fiction'}
Ten From Infinity,['Paul W. Fairman'],['./CORPUS/ScienceFiction/20856.txt'],{'Science Fiction'}
The Rangeland Avenger,['Max Brand'],['./CORPUS/Western/10601.txt'],{'Western'}
The Night of the Long Knives,['Fritz Reuter Leiber'],['./CORPUS/ScienceFiction/25024.txt'],{'Science Fiction'}
The Cords of Vanity,['James Branch Cabell'],['./CORPUS/Fantasy/9608.txt'],{'Fantasy'}
More Russian Picture Tales,['Valery Carrick'],['./CORPUS/FairyTale/23462.txt'],{'Fairy Tale'}
Tom Swift in the Land of Wonders,['Victor Appleton'],['./CORPUS/Adventure/499.txt'],{'Adventure'}
"B. C. 30,000",['Sterner St. Paul Meek'],['./CORPUS/ScienceFiction/26989.txt'],{'Science Fiction'}
Loot of the Void,['Edwin K. Sloat'],['./CORPUS/ScienceFiction/29457.txt'],{'Science Fiction'}
Nor Iron Bars a Cage....,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/30832.txt'],{'Science Fiction'}
The Answer,['Henry Beam Piper'],['./CORPUS/ScienceFiction/18342.txt'],{'Science Fiction'}
Bad Memory,['Patrick Fahy'],['./CORPUS/ScienceFiction/51498.txt'],{'Science Fiction'}
The Rustlers of Pecos County,['Zane Grey'],['./CORPUS/Western/15580.txt'],{'Western'}
Hero-Myths & Legends of the British Race,['Maud Isabel Ebbutt'],['./CORPUS/FairyTale/25502.txt'],{'Fairy Tale'}
Strange Alliance,['Bryce Walton'],['./CORPUS/ScienceFiction/28047.txt'],{'Science Fiction'}
Just William,['Richmal Crompton'],['./CORPUS/Adventure/34414.txt'],{'Adventure'}
Lord Jim,['Joseph Conrad'],['./CORPUS/Adventure/5658.txt'],{'Adventure'}
The Eyes Have It,['James McKimmey'],['./CORPUS/ScienceFiction/30438.txt'],{'Science Fiction'}
The Man Who Knew Too Much,['G.K. Chesterton'],['./CORPUS/CrimeMystery/1720.txt'],{'Crime and Mystery'}
The Serpent River,['Don Wilcox'],['./CORPUS/ScienceFiction/50923.txt'],{'Science Fiction'}
Beyond Pandora,['Robert J. Martin'],['./CORPUS/ScienceFiction/23930.txt'],{'Science Fiction'}
Quest of the Golden Ape,['Ivar Jorgensen'],['./CORPUS/ScienceFiction/32953.txt'],{'Science Fiction'}
The Radio Boys Rescue the Lost Alaska Expedition,['Gerald Breckenridge'],['./CORPUS/Adventure/36314.txt'],{'Adventure'}
Hints for Lovers,['Arnold Haultain'],['./CORPUS/Romance/14255.txt'],{'Romance'}
Invasion,['William Fitzgerald Jenkins'],['./CORPUS/ScienceFiction/29455.txt'],{'Science Fiction'}
The Premiere,['Richard Sabia'],['./CORPUS/ScienceFiction/24865.txt'],{'Science Fiction'}
The Dope on Mars,['John Michael Sharkey'],['./CORPUS/ScienceFiction/26843.txt'],{'Science Fiction'}
The Face And The Mask,['Robert Barr'],['./CORPUS/ScienceFiction/8681.txt'],{'Science Fiction'}
The Galaxy Primes,['Edward Elmer Smith'],"['./CORPUS/Adventure/20898.txt', './CORPUS/ScienceFiction/20898.txt']","{'Adventure', 'Science Fiction'}"
One of the 28th,['G.A. Henty'],['./CORPUS/Adventure/14313.txt'],{'Adventure'}
A Journey to the Centre of the Earth,['Jules Verne'],"['./CORPUS/ScienceFiction/18857.txt', './CORPUS/Fantasy/18857.txt']","{'Science Fiction', 'Fantasy'}"
The Perfectionists,['Arnold Castle'],['./CORPUS/ScienceFiction/24977.txt'],{'Science Fiction'}
Giants on the Earth,['Sterner St. Paul Meek'],['./CORPUS/ScienceFiction/22132.txt'],{'Science Fiction'}
The Happy Family,['Bertha Muzzy Bower'],['./CORPUS/Western/13670.txt'],{'Western'}
The Unnecessary Man,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/24529.txt'],{'Science Fiction'}
The Gravity Business,['James E. Gunn'],['./CORPUS/ScienceFiction/49897.txt'],{'Science Fiction'}
Hail to the Chief,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/26109.txt'],{'Science Fiction'}
The Mystery of the Yellow Room,['Gaston Leroux'],['./CORPUS/CrimeMystery/1685.txt'],{'Crime and Mystery'}
"Astounding Stories of Super-Science, August 1930",['Various'],['./CORPUS/ScienceFiction/29768.txt'],{'Science Fiction'}
Dead Men Tell No Tales,['E.W. Hornung'],['./CORPUS/CrimeMystery/1703.txt'],{'Crime and Mystery'}
The Eye of Zeitoon,['Talbot Mundy'],['./CORPUS/Adventure/5241.txt'],{'Adventure'}
Let There Be Light,['Horace Brown Fyfe'],['./CORPUS/ScienceFiction/32592.txt'],{'Science Fiction'}
The Son of Tarzan,['Edgar Rice Burroughs'],"['./CORPUS/Adventure/90.txt', './CORPUS/Fantasy/90.txt']","{'Adventure', 'Fantasy'}"
No Strings Attached,['Lester del Rey'],['./CORPUS/ScienceFiction/32395.txt'],{'Science Fiction'}
Kari the Elephant,['Dhan Gopal Mukerji'],['./CORPUS/Fantasy/24460.txt'],{'Fantasy'}
The Survivors of the Chancellor,['Jules Verne'],['./CORPUS/Adventure/1652.txt'],{'Adventure'}
Competition,['James Causey'],['./CORPUS/ScienceFiction/29632.txt'],{'Science Fiction'}
The Hanging Stranger,['Philip K. Dick'],['./CORPUS/ScienceFiction/41562.txt'],{'Science Fiction'}
The Outbreak of Peace,['Horace Brown Fyfe'],['./CORPUS/ScienceFiction/29989.txt'],{'Science Fiction'}
Round-and-Round Trip,['H.B. Fyfe'],['./CORPUS/ScienceFiction/51741.txt'],{'Science Fiction'}
Bread Overhead,['Fritz Reuter Leiber'],['./CORPUS/ScienceFiction/22579.txt'],{'Science Fiction'}
Inside Earth,['Poul Anderson'],['./CORPUS/ScienceFiction/51184.txt'],{'Science Fiction'}
The Machine That Floats,['Joe Gibson'],['./CORPUS/ScienceFiction/49693.txt'],{'Science Fiction'}
All The People,['R.A. Lafferty'],['./CORPUS/ScienceFiction/51603.txt'],{'Science Fiction'}
The Outlet,['Andy Adams'],['./CORPUS/Western/1987.txt'],{'Western'}
Rip Foster Rides the Gray Planet,['Blake Savage'],['./CORPUS/ScienceFiction/20147.txt'],{'Science Fiction'}
The Hands,['Richard Sternbach'],['./CORPUS/ScienceFiction/29535.txt'],{'Science Fiction'}
Scent Makes a Difference,['James Stamers'],['./CORPUS/ScienceFiction/51773.txt'],{'Science Fiction'}
The Seventh Man,['Max Brand'],['./CORPUS/Western/1897.txt'],{'Western'}
"Adventures of Huckleberry Finn, Part 4",['Mark Twain'],['./CORPUS/Adventure/7103.txt'],{'Adventure'}
Acid Bath,['Vaseleos Garson'],['./CORPUS/ScienceFiction/29159.txt'],{'Science Fiction'}
Resurrection,['Robert Joseph Shea'],"['./CORPUS/Adventure/28031.txt', './CORPUS/ScienceFiction/28031.txt']","{'Adventure', 'Science Fiction'}"
Fee of the Frontier,['Horace Brown Fyfe'],['./CORPUS/ScienceFiction/30901.txt'],{'Science Fiction'}
McIlvaine's Star,['August Derleth'],['./CORPUS/ScienceFiction/30199.txt'],{'Science Fiction'}
Bad Medicine,['Robert Sheckley'],['./CORPUS/ScienceFiction/9055.txt'],{'Science Fiction'}
The Foreign Hand Tie,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/30497.txt'],{'Science Fiction'}
Wonderwings and other Fairy Stories,['Edith Howes'],['./CORPUS/FairyTale/20366.txt'],{'Fairy Tale'}
...Or Your Money Back,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/23534.txt'],{'Science Fiction'}
Watch the Sky,['James H. Schmitz'],['./CORPUS/ScienceFiction/24558.txt'],{'Science Fiction'}
The K-Factor,['Harry Harrison'],['./CORPUS/ScienceFiction/22540.txt'],{'Science Fiction'}
The Colors of Space,['Marion Zimmer Bradley'],['./CORPUS/ScienceFiction/20796.txt'],{'Science Fiction'}
"Adventures of Huckleberry Finn, Part 6",['Mark Twain'],['./CORPUS/Adventure/7105.txt'],{'Adventure'}
Max Carrados,['Ernest Bramah'],['./CORPUS/CrimeMystery/34732.txt'],{'Crime and Mystery'}
The Mathematicians,['Arthur Feldman'],['./CORPUS/ScienceFiction/29140.txt'],{'Science Fiction'}
The Pirates of Ersatz,['Murray Leinster'],['./CORPUS/ScienceFiction/24035.txt'],{'Science Fiction'}
Wet Magic,['E. Nesbit'],['./CORPUS/Fantasy/50361.txt'],{'Fantasy'}
Brain Twister,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/22332.txt'],{'Science Fiction'}
The Water Eater,['Win Marks'],['./CORPUS/ScienceFiction/31841.txt'],{'Science Fiction'}
The Immortals,['David Duncan'],['./CORPUS/ScienceFiction/51801.txt'],{'Science Fiction'}
Shock Absorber,['E.G. von Wald'],['./CORPUS/ScienceFiction/24380.txt'],{'Science Fiction'}
Eastern Standard Tribe,['Cory Doctorow'],['./CORPUS/ScienceFiction/17028.txt'],{'Science Fiction'}
The Onslaught from Rigel,['Fletcher Pratt'],['./CORPUS/ScienceFiction/41049.txt'],{'Science Fiction'}
Dearest,['Henry Beam Piper'],['./CORPUS/ScienceFiction/19102.txt'],{'Science Fiction'}
Tom Swift in Captivity,['Victor Appleton'],['./CORPUS/Adventure/4608.txt'],{'Adventure'}
"My Father, the Cat",['Henry Slesar'],['./CORPUS/ScienceFiction/28119.txt'],{'Science Fiction'}
