TITLE,AUTHOR,FILEPATH
Extract from Captain Stormfield's Visit to Heaven,['Mark Twain'],./data/1/0/4/1044/1044-0.txt
Venus and Adonis,['William Shakespeare'],./data/1/0/4/1045/1045.txt
God The Invisible King,['Herbert George Wells'],./data/1/0/4/1046/1046.txt
The New Machiavelli,['Herbert George Wells'],./data/1/0/4/1047/1047.txt
The Ruling Passion,['Henry van Dyke'],./data/1/0/4/1048/1048.txt
Vanished Arizona,['Martha Summerhayes'],./data/1/0/4/1049/1049.txt
The Principles of Success in Literature,['George Henry Lewes'],./data/1/0/4/2/10420/10420.txt
The Life of Lord Byron,['John Galt'],./data/1/0/4/2/10421/10421.txt
Caesar Dies,['Talbot Mundy'],./data/1/0/4/2/10422/10422.txt
Scientific Essays and Lectures,['Charles Kingsley'],./data/1/0/4/2/10427/10427.txt
Miss Lulu Bett,['Zona Gale'],./data/1/0/4/2/10429/10429.txt
Trips to the Moon,['Lucian'],./data/1/0/4/3/10430/10430.txt
Thirty Years a Slave,['Louis Hughes'],./data/1/0/4/3/10431/10431.txt
Aunt Jane's Nieces Out West ,['Edith Van Dyne'],./data/1/0/4/3/10432/10432.txt
A Flock of Girls and Boys,['Nora Perry'],./data/1/0/4/3/10433/10433.txt
Wyandotte,['James Fenimore Cooper'],./data/1/0/4/3/10434/10434.txt
"The Atlantic Monthly, Volume 2, Issue 12, October, 1858",['Various'],./data/1/0/4/3/10435/10435.txt
Erick and Sally,['Johanna Spyri'],./data/1/0/4/3/10436/10436.txt
Pulpit and Press (6th Edition),['Mary Baker Eddy'],./data/1/0/4/3/10437/10437.txt
Up the Hill and Over,['Isabel Ecclestone Mackay'],./data/1/0/4/3/10438/10438.txt
From Yauco to Las Marias,['Karl Stephen Herrman'],./data/1/0/4/3/10439/10439.txt
Tutt and Mr. Tutt,['Arthur Train'],./data/1/0/4/4/10440/10440.txt
The Green Mouse,['Robert W. Chambers'],./data/1/0/4/4/10441/10441.txt
The Rayner-Slade Amalgamation ,['J.S. Fletcher'],./data/1/0/4/4/10443/10443.txt
The Peace Negotiations,['Robert Lansing'],./data/1/0/4/4/10444/10444.txt
American Big Game in Its Haunts,['Various'],./data/1/0/4/4/10445/10445.txt
The Green Flag,['Arthur Conan Doyle'],./data/1/0/4/4/10446/10446.txt
October Vagabonds ,['Richard Le Gallienne'],./data/1/0/4/4/10447/10447.txt
The Anti-Slavery Harp,['Various'],./data/1/0/4/4/10448/10448.txt
Burnham Breaker,['Homer Greene'],./data/1/0/4/4/10449/10449.txt
"Punch, or the London Charivari, Vol. 153, Aug. 22, 1917",['Various'],./data/1/0/4/5/10450/10450.txt
"Life Of Johnson, Volume 5",['Boswell'],./data/1/0/4/5/10451/10451/10451.txt
Peter's Mother,['Mrs. Henry De La Pasture'],./data/1/0/4/5/10452/10452/10452.txt
A Practical Physiology,['Albert F. Blaisdell'],./data/1/0/4/5/10453/10453/10453.txt
Tales for Young and Old,['Various'],./data/1/0/4/5/10454/10454/10454.txt
A Golden Book of Venice,['Mrs. Lawrence Turnbull'],./data/1/0/4/5/10455/10455/10455.txt
"Atlantic Monthly, Volume 2, Issue 11, September, 1858",['Various'],./data/1/0/4/5/10456/10456.txt
The Lonely Dancer and Other Poems,['Richard Le Gallienne'],./data/1/0/4/5/10457/10457.txt
Three short works,['Gustave Flaubert'],./data/1/0/4/5/10458/10458.txt
The Celtic Twilight,['W.B. Yeats'],./data/1/0/4/5/10459/10459/10459.txt
When Day is Done,['Edgar A. Guest'],./data/1/0/4/6/10460/10460/10460.txt
Journals of Australian Explorations,"['A C', 'F T Gregory']",./data/1/0/4/6/10461/10461.txt
The Little House in the Fairy Wood,['Ethel Cook Eliot'],./data/1/0/4/6/10463/10463.txt
A Child's Anti-Slavery Book,['Various'],./data/1/0/4/6/10464/10464.txt
A Child's Anti-Slavery Book,['Various'],./data/1/0/4/6/10464/10464/10464.txt
The Outdoor Girls of Deepdale ,['Laura Lee Hope'],./data/1/0/4/6/10465/10465.txt
Little Saint Elizabeth and Other Stories ,['Frances Hodgson Burnett'],./data/1/0/4/6/10466/10466.txt
"A Select Collection of Old English Plays, Vol. VIII (4th edition)",['Various'],./data/1/0/4/6/10467/10467.txt
Aunt Jane's Nieces in Society,['Edith Van Dyne'],./data/1/0/4/6/10468/10468.txt
Johnny Crow's Garden,['L. Leslie Brooke'],./data/1/0/4/6/10469/10469.txt
Audio: Nine Hundred Miles,['Roger McGuinn'],./data/1/0/4/7/10470/10470.txt
"The World's Greatest Books, Vol. I",['Various'],./data/1/0/4/7/10471/10471.txt
Arthurian Chronicles: Roman de Brut,['Wace'],./data/1/0/4/7/10472/10472/10472.txt
The Heart of the Range,['William Patterson White'],./data/1/0/4/7/10473/10473.txt
The Lost Naval Papers,['Bennet Copplestone'],./data/1/0/4/7/10474/10474/10474.txt
"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",['Various'],./data/1/0/4/7/10475/10475.txt
The Vanishing Man,['R. Austin Freeman'],./data/1/0/4/7/10476/10476.txt
"Beacon Lights of History, Volume I",['John Lord'],./data/1/0/4/7/10477/10477.txt
"Beacon Lights of History, Volume II",['John Lord'],./data/1/0/4/7/10478/10478.txt
Our Churches and Chapels,['Atticus'],./data/1/0/4/7/10479/10479.txt
The Young Mother,['William A. Alcott'],./data/1/0/4/8/10482/10482/10482.txt
Short Stories Old and New,['C. Alphonso Smith'],./data/1/0/4/8/10483/10483/10483.txt
"Beacon Lights of History, Volume III",['John Lord'],./data/1/0/4/8/10484/10484.txt
Experiments in Government and the Essentials of the Constitution,['Elihu Root'],./data/1/0/4/8/10485/10485.txt
Audio: Twelve Gates to the City,['Roger McGuinn'],./data/1/0/4/8/10486/10486.txt
Audio: Alabama Bound,['Roger McGuinn'],./data/1/0/4/8/10487/10487.txt
Audio: Away in a Manger,['Roger McGuinn'],./data/1/0/4/8/10488/10488.txt
An English Garner,"['Professor Arber', 'Thomas Seccombe']",./data/1/0/4/8/10489/10489/10489.txt
The Golden Legend,['Henry Wadsworth Longfellow'],./data/1/0/4/9/10490/10490/10490.txt
Practice Book,['Leland Powers'],./data/1/0/4/9/10491/10491/10491.txt
The Old Bush Songs,['A.B. Paterson'],./data/1/0/4/9/10493/10493-0.txt
Henry the Second,['Mrs. J.R. Green'],./data/1/0/4/9/10494/10494.txt
Under King Constantine,['Katrina Trask'],./data/1/0/4/9/10495/10495.txt
Red Masquerade,['Louis Joseph Vance'],./data/1/0/4/9/10496/10496.txt
Audio: Battle Hymn of the Republic,['Roger McGuinn'],./data/1/0/4/9/10497/10497.txt
Audio: Ain' No Mo' Cane on De Brazis,['Roger McGuinn'],./data/1/0/4/9/10498/10498.txt
Audio: Delia's Gone,['Roger McGuinn'],./data/1/0/4/9/10499/10499.txt
Audio: Heave Away,['Roger McGuinn'],./data/1/0/5/0/10500/10500.txt
Audio: The Whale Catchers,['Roger McGuinn'],./data/1/0/5/0/10501/10501.txt
Audio: John Henry,['Roger McGuinn'],./data/1/0/5/0/10503/10503.txt
Audio: Liverpool Gals,['Roger McGuinn'],./data/1/0/5/0/10504/10504.txt
Audio: Waltzing Matilda,['Roger McGuinn'],./data/1/0/5/0/10505/10505.txt
The Sorrows of a Show Girl,['Kenneth McGaffey'],./data/1/0/5/0/10508/10508.txt
The Bars of Iron,['Ethel May Dell'],./data/1/0/5/0/10509/10509.txt
Inaugural Presidential Address,['William Jefferson Clinton'],./data/1/0/5/1/10510/10510.txt
A Rogue by Compulsion,['Victor Bridges'],./data/1/0/5/1/10511/10511.txt
On the Seashore,['R. Cadwallader Smith'],./data/1/0/5/1/10513/10513.txt
Rhymes of a Roughneck,"[""Pat O'Cotter""]",./data/1/0/5/1/10515/10515.txt
Bits About Home Matters,['Helen Hunt Jackson'],./data/1/0/5/1/10516/10516/10516.txt
Government and Rebellion,['E.E. Adams'],./data/1/0/5/1/10517/10517/10517.txt
Poems,['John Hay'],./data/1/0/5/1/10518/10518/10518.txt
Mercy Philbrick's Choice,['Helen Hunt Jackson'],./data/1/0/5/1/10519/10519/10519.txt
Dark Lady of the Sonnets,['George Bernard Shaw'],./data/1/0/5/1050/1050.txt
Sartor Resartus,['Thomas Carlyle'],./data/1/0/5/1051/1051.txt
Step by Step,['The American Tract Society'],./data/1/0/5/1052/1052.txt
Within the Tides,['Joseph Conrad'],./data/1/0/5/1053/1053-0.txt
Within the Tides,['Joseph Conrad'],./data/1/0/5/1053/1053.txt
A Collection of Ballads,['Andrew Lang'],./data/1/0/5/1054/1054-0.txt
'Twixt Land & Sea,['Joseph Conrad'],./data/1/0/5/1055/1055-0.txt
Martin Eden,['Jack London'],./data/1/0/5/1056/1056.txt
Poems,['Oscar Wilde'],./data/1/0/5/1057/1057-0.txt
The Mirror of the Sea,['Joseph Conrad'],./data/1/0/5/1058/1058-0.txt
The World Set Free,['Herbert George Wells'],./data/1/0/5/1059/1059.txt
The Compleat Cook,"['Anonymous', 'given as W.M.']",./data/1/0/5/2/10520/10520.txt
The Primadonna,['F. Marion Crawford'],./data/1/0/5/2/10521/10521.txt
"Beacon Lights of History, Volume IV",['John Lord'],./data/1/0/5/2/10522/10522.txt
Alcestis,['Euripides'],./data/1/0/5/2/10523/10523/10523.txt
Audio: We Wish You a Merry Christmas,['Roger McGuinn'],./data/1/0/5/2/10524/10524.txt
Audio: Michael Row the Boat Ashore,['Roger McGuinn'],./data/1/0/5/2/10525/10525.txt
Audio: Nancy Whiskey,['Roger McGuinn'],./data/1/0/5/2/10526/10526.txt
Audio: On the Banks of the Ohio,['Roger McGuinn'],./data/1/0/5/2/10527/10527.txt
Audio: I Heard the Bells on Christmas Day,['Roger McGuinn'],./data/1/0/5/2/10528/10528.txt
Audio: I am a Pilgrim,['Roger McGuinn'],./data/1/0/5/2/10529/10529.txt
Audio: Ride Railroad Bill,['Roger McGuinn'],./data/1/0/5/3/10530/10530.txt
"Beacon Lights of History, Volume V",['John Lord'],./data/1/0/5/3/10531/10531.txt
"Beacon Lights of History, Volume VI",['John Lord'],./data/1/0/5/3/10532/10532.txt
"Beacon Lights of History, Volume VII",['John Lord'],./data/1/0/5/3/10533/10533.txt
The Double Traitor ,['E. Phillips Oppenheim'],./data/1/0/5/3/10534/10534.txt
Jingle Bells,['John Pierpont'],./data/1/0/5/3/10535/10535.txt
The Governors,['E. Phillips Oppenheim'],./data/1/0/5/3/10537/10537.txt
Hyacinth,['George A. Birmingham'],./data/1/0/5/3/10538/10538.txt
In the Riding-School; Chats With Esmeralda,['Theo. Stephenson Browne'],./data/1/0/5/3/10539/10539.txt
Mother Carey's Chickens,['Kate Douglas Wiggin'],./data/1/0/5/4/10540/10540.txt
Children's Classics In Dramatic Form,['Augusta Stevenson'],./data/1/0/5/4/10541/10541.txt
"The Boats of the ""Glen Carrig""",['William Hope Hodgson'],./data/1/0/5/4/10542/10542.txt
Norwegian Life,['Ethlyn T. Clough'],./data/1/0/5/4/10543/10543/10543.txt
"Punchinello, Volume 2, No. 37, December 10, 1870",['Various'],./data/1/0/5/4/10544/10544/10544.txt
The Sea Lions,['James Fenimore Cooper'],./data/1/0/5/4/10545/10545/10545.txt
So Runs the World,['Henryk Sienkiewicz'],./data/1/0/5/4/10546/10546/10546.txt
The Westcotes,['Arthur Thomas Quiller-Couch'],./data/1/0/5/4/10548/10548.txt
A Romance of the Republic,['Lydia Maria Francis Child'],./data/1/0/5/4/10549/10549.txt
"A Select Collection of Old English Plays, Vol. IX",['Various'],./data/1/0/5/5/10550/10550/10550.txt
Affair in Araby,['Talbot Mundy'],./data/1/0/5/5/10551/10551.txt
Roy Blakeley,['Percy Keese Fitzhugh'],./data/1/0/5/5/10552/10552.txt
"Right Ho, Jeeves",['P.G. Wodehouse'],./data/1/0/5/5/10554/10554.txt
"The Life of Marie Antoinette, Queen of France",['Charles Duke Yonge'],./data/1/0/5/5/10555/10555.txt
The Old Man in the Corner,['Baroness Orczy'],./data/1/0/5/5/10556/10556.txt
Johnny Crow's Party,['L. Leslie Brooke'],./data/1/0/5/5/10557/10557/10557.txt
The Last of the Foresters,['John Esten Cooke'],./data/1/0/5/6/10560/10560/10560.txt
Fine Feathers,['W.W. Jacobs'],./data/1/0/5/6/10561/10561/10561.txt
Friends In Need,['W.W. Jacobs'],./data/1/0/5/6/10562/10562/10562.txt
Good Intentions,['W.W. Jacobs'],./data/1/0/5/6/10563/10563/10563.txt
Fairy Gold,['W.W. Jacobs'],./data/1/0/5/6/10564/10564/10564.txt
Watch-Dogs,['W.W. Jacobs'],./data/1/0/5/6/10565/10565/10565.txt
The Bequest,['W.W. Jacobs'],./data/1/0/5/6/10566/10566/10566.txt
The Guardian Angel,['W.W. Jacobs'],./data/1/0/5/6/10567/10567/10567.txt
Dual Control,['W.W. Jacobs'],./data/1/0/5/6/10568/10568/10568.txt
Skilled Assistance,['W.W. Jacobs'],./data/1/0/5/6/10569/10569/10569.txt
For Better or Worse,['W.W. Jacobs'],./data/1/0/5/7/10570/10570/10570.txt
The Old Man of the Sea,['W.W. Jacobs'],./data/1/0/5/7/10571/10571/10571.txt
Manners Makyth Man,['W.W. Jacobs'],./data/1/0/5/7/10572/10572/10572.txt
"Ship's Company, The Entire Collection",['W.W. Jacobs'],./data/1/0/5/7/10573/10573.txt
"The History of England, Volume I",['David Hume'],./data/1/0/5/7/10574/10574.txt
The Profiteers ,['E. Phillips Oppenheim'],./data/1/0/5/7/10575/10575.txt
The Aeroplane Boys Flight,['John Luther Langworthy'],./data/1/0/5/7/10576/10576/10576.txt
International Short Stories: French,['Various'],./data/1/0/5/7/10577/10577/10577.txt
A Hidden Life and Other Poems,['George MacDonald'],./data/1/0/5/7/10578/10578/10578.txt
Joe Strong The Boy Fire-Eater,['Vance Barnum'],./data/1/0/5/7/10579/10579/10579.txt
The Positive School of Criminology,['Enrico Ferri'],./data/1/0/5/8/10580/10580.txt
Uncle Bernac,['Arthur Conan Doyle'],./data/1/0/5/8/10581/10581.txt
For Luncheon and Supper Guests,['Alice Bradley'],./data/1/0/5/8/10582/10582/10582.txt
Holland,['Thomas Colley Grattan'],./data/1/0/5/8/10583/10583.txt
Air Service Boys Over the Atlantic ,['Charles Amory Beach'],./data/1/0/5/8/10584/10584.txt
My Strangest Case,['Guy Boothby'],./data/1/0/5/8/10585/10585/10585.txt
Mike and Psmith,['P.G. Wodehouse'],./data/1/0/5/8/10586/10586.txt
"Seeing Europe with Famous Authors, Volume I.",['Various'],./data/1/0/5/8/10588/10588/10588.txt
Turkish Prisoners in Egypt,['Various'],./data/1/0/5/8/10589/10589/10589.txt
Lady Mary Wortley Montague,['Lewis Melville'],./data/1/0/5/9/10590/10590/10590.txt
A Lie Never Justifiable,['H. Clay Trumbull'],./data/1/0/5/9/10591/10591.txt
Adventures In Friendship,['David Grayson'],./data/1/0/5/9/10592/10592/10592.txt
Great Possessions,['David Grayson'],./data/1/0/5/9/10593/10593/10593.txt
"Punch, or the London Charivari, Vol. 153, Sept. 12, 1917",['Various'],./data/1/0/5/9/10594/10594.txt
"Punch, or the London Charivari, Vol. 153, Sept. 19, 1917",['Various'],./data/1/0/5/9/10595/10595.txt
Cap and Gown,['Frederic Knowles'],./data/1/0/5/9/10596/10596/10596.txt
Four Early Pamphlets,['William Godwin'],./data/1/0/5/9/10597/10597/10597.txt
The Lives of the Poets of Great Britain and Ireland (1753),['Theophilus Cibber'],./data/1/0/5/9/10598/10598/10598.txt
Lost In The Air,['Roy J. Snell'],./data/1/0/5/9/10599/10599/10599.txt
"A General History and Collection of Voyages and Travels, Vol. 1",['Robert Kerr'],./data/1/0/6/0/10600/10600.txt
The Rangeland Avenger,['Max Brand'],./data/1/0/6/0/10601/10601.txt
"The Poetical Works of Edmund Spenser, Volume 5",['Edmund Spenser'],./data/1/0/6/0/10602/10602/10602.txt
With Kelly to Chitral,['William George Laurence Beynon'],./data/1/0/6/0/10603/10603/10603.txt
Adventures In Contentment,['David Grayson'],./data/1/0/6/0/10605/10605.txt
"The Tragedie of Hamlet, Prince of Denmark",['George MacDonald'],./data/1/0/6/0/10606/10606/10606.txt
The Real Mother Goose,[''],./data/1/0/6/0/10607/10607/10607.txt
"The Turquoise Cup, and, The Desert",['Arthur Cosslett Smith'],./data/1/0/6/0/10608/10608.txt
English Literature,['William J. Long'],./data/1/0/6/0/10609/10609.txt
"Letters and Journals of James, Eighth Earl of Elgin","['James', 'Eighth Earl of Elgin']",./data/1/0/6/1/10610/10610/10610.txt
"An Essay on the Slavery and Commerce of the Human Species, Particularly the African",['Thomas Clarkson'],./data/1/0/6/1/10611/10611/10611.txt
Supply and Demand,['Hubert D. Henderson'],./data/1/0/6/1/10612/10612/10612.txt
The Theory of Social Revolutions,['Brooks Adams'],./data/1/0/6/1/10613/10613/10613.txt
"Punch, or the London Charivari, Vol. 153, Sept. 5, 1917",['Various'],./data/1/0/6/1/10614/10614.txt
"An Essay Concerning Humane Understanding, Volume I.",['John Locke'],./data/1/0/6/1/10615/10615/10615.txt
"An Essay Concerning Humane Understanding, Volume II.",['John Locke'],./data/1/0/6/1/10616/10616/10616.txt
Within the Deep,['R. Cadwallader Smith'],./data/1/0/6/1/10617/10617/10617.txt
Jesus Says So,['Unknown'],./data/1/0/6/1/10618/10618/10618.txt
An Englishman's Travels in America,['John Benwell'],./data/1/0/6/1/10619/10619.txt
Grass of Parnassus,['Andrew Lang'],./data/1/0/6/1060/1060-0.txt
Myths and Myth-Makers,['John Fiske'],./data/1/0/6/1061/1061.txt
First Gutenberg Collection of Edgar Allan Poe,['Edgar Allan Poe'],./data/1/0/6/1062/1062.txt
The Cask of Amontillado,['Edgar Allan Poe'],./data/1/0/6/1063/1063.txt
The Masque of the Red Death,['Edgar Allan Poe'],./data/1/0/6/1064/1064.txt
The Raven,['Edgar Allan Poe'],./data/1/0/6/1065/1065.txt
William the Conqueror,['Edward Augustus Freeman'],./data/1/0/6/1066/1066-0.txt
"Personal Memoirs of U. S. Grant, Volume One",['Ulysses S. Grant'],./data/1/0/6/1067/1067.txt
"Personal Memoirs of U. S. Grant, Volume Two",['Ulysses S. Grant'],./data/1/0/6/1068/1068.txt
"Nana, The Miller's Daughter, Captain Burle, Death of Olivier Becaille",['Emile Zola'],./data/1/0/6/1069/1069.txt
The Works of Francis Beaumont and John Fletcher in Ten Volumes,"['Beaumont', 'Fletcher']",./data/1/0/6/2/10620/10620/10620.txt
Birthright,['T.S. Stribling'],./data/1/0/6/2/10621/10621/10621.txt
The Lives of the Poets of Great Britain and Ireland (1753),['Theophilus Cibber'],./data/1/0/6/2/10622/10622/10622.txt
Plays,['Susan Glaspell'],./data/1/0/6/2/10623/10623.txt
Three John Silence Stories,['Algernon Blackwood'],./data/1/0/6/2/10624/10624.txt
A Concise Dictionary of Middle English,"['A.L. Mayhew', 'Walter W. Skeat']",./data/1/0/6/2/10625/10625-0.txt
"Atlantic Monthly, Volume 2, Issue 10, August, 1858",['Various'],./data/1/0/6/2/10626/10626.txt
"Beacon Lights of History, Volume VIII",['John Lord'],./data/1/0/6/2/10627/10627.txt
Andrew Golding,['Annie E. Keeling'],./data/1/0/6/2/10628/10628/10628.txt
Britain at Bay,['Spenser Wilkinson'],./data/1/0/6/2/10629/10629/10629.txt
Coming to the King,['Frances Ridley Havergal'],./data/1/0/6/3/10630/10630/10630.txt
Halleck's New English Literature,['Reuben P. Halleck'],./data/1/0/6/3/10631/10631/10631.txt
"The Healthy Life Cook Book, 2d ed.",['Florence Daniel'],./data/1/0/6/3/10632/10632/10632.txt
"The History of the Rise, Progress and Accomplishment of the",['Thomas Clarkson'],./data/1/0/6/3/10633/10633.txt
"Stories from the Italian Poets: With Lives of the Writers, Vol. 2",['Leigh Hunt'],./data/1/0/6/3/10635/10635/10635.txt
The Travels of Marco Polo Volume 1,"['Marco Polo', 'Rustichello of Pisa']",./data/1/0/6/3/10636/10636/10636.txt
The Uprising of a Great People,['Count Agenor de Gasparin'],./data/1/0/6/3/10637/10637.txt
The Youthful Wanderer,['George H. Heffner'],./data/1/0/6/3/10638/10638/10638.txt
Phrases for Public Speakers and Paragraphs for Study,['Grenville Kleiser'],./data/1/0/6/3/10639/10639/10639.txt
"Beacon Lights of History, Volume IX",['John Lord'],./data/1/0/6/4/10640/10640.txt
"Beacon Lights of History, Volume X",['John Lord'],./data/1/0/6/4/10641/10641.txt
Towards the Great Peace,['Ralph Adams Cram'],./data/1/0/6/4/10642/10642/10642.txt
The Worlds Greatest Books,"['Arthur Mee', 'J.A. Hammerton', 'Eds.']",./data/1/0/6/4/10643/10643/10643.txt
"Beacon Lights of History, Volume XI",['John Lord'],./data/1/0/6/4/10644/10644.txt
Audio: Go Tell Aunt Rhodie,['Roger McGuinn'],./data/1/0/6/4/10645/10645.txt
Audio: Roddy McCorley,['Roger McGuinn'],./data/1/0/6/4/10646/10646.txt
"Beacon Lights of History, Volume XII",['John Lord'],./data/1/0/6/4/10647/10647.txt
"Beacon Lights of History, Volume XIII",['John Lord'],./data/1/0/6/4/10648/10648.txt
"Beacon Lights of History, Volume XIV",['John Lord'],./data/1/0/6/4/10649/10649.txt
Audio: When the Saints Go Marching In,['Roger McGuinn'],./data/1/0/6/5/10650/10650.txt
Audio: Shenandoah,['Roger McGuinn'],./data/1/0/6/5/10651/10651.txt
Audio: Spanish is the Loving Tongue,['Roger McGuinn'],./data/1/0/6/5/10652/10652.txt
Audio: The Squid-Jigging Ground,['Roger McGuinn'],./data/1/0/6/5/10653/10653.txt
Audio: The St. James Infirmary Blues,['Roger McGuinn'],./data/1/0/6/5/10654/10654.txt
Autobiography of Sir George Biddell Airy,['George Biddell Airy'],./data/1/0/6/5/10655/10655/10655.txt
"A Collection of Old English Plays, Vol. II",['Various'],./data/1/0/6/5/10656/10656/10656.txt
"""De Bello Gallico"" and Other Commentaries",['Caius Julius Caesar'],./data/1/0/6/5/10657/10657.txt
